ADDRESS,BUSY_STATUS,LATITUDE,LONGITUDE,P_TYPE,PARKING_ID,PARKING_NAME,BERTH,PERCENTAGE,starttime
张杨路500号,1,31.227155988074998,121.51761327745001,1,pd31011500378,时代广场地下车库,,,2021-03-29 20:51:00
浦东张杨路501号,1,31.228345809787,121.51702695968399,1,pd31011500032,八佰伴,225.0,0.75,2021-03-29 20:51:00
东宁路350号,1,31.234276127919003,121.510860811648,1,pd31011500698,东宁路350号停车场,152.0,0.95,2021-03-29 20:51:00
世纪大道1128号,1,31.230687160572,121.52121223071501,1,pd31011500106,岚桥国际大厦停车场,1.0,0.02,2021-03-29 20:51:00
商城路800号,1,31.230342559373003,121.520129580606,1,pd31011500379,斯米克大厦,79.0,0.75,2021-03-29 20:51:00
浦东张杨路777号,1,31.229473838184,121.52174458583201,1,pd31011500088,锦江汤臣洲际酒店,50.0,0.63,2021-03-29 20:51:00
张杨路707号,1,31.229409292257,121.520084489676,1,pd31011500097,生命人寿大厦,46.0,0.19,2021-03-29 20:51:00
张杨路818号,1,31.228575923734002,121.52188901124201,1,pd31011500084,长航大厦停车场,52.0,0.36,2021-03-29 20:51:00
崂山路523号,1,31.227778978692,121.521997374762,1,pd31011500136,长航医院,,,2021-03-29 20:51:00
世纪大道1168弄,1,31.230035426395002,121.52273716734501,1,pd31011500411,东方金融广场,98.0,0.19,2021-03-29 20:51:00
张杨路601号,1,31.228291831550003,121.519021980576,1,pd31011500463,华诚大厦,3.0,0.09,2021-03-29 20:51:00
浦东南泉北路588号,1,31.229228498696,121.518857688296,1,pd31011500049,新大陆广场,71.0,0.59,2021-03-29 20:51:00
浦东新区张杨路620号,1,31.227657201276003,121.519128438843,1,pd31011500386,中融恒瑞国际大厦,160.0,0.53,2021-03-29 20:51:00
浦东商城路660号,1,31.230442689502002,121.518713345858,1,pd31011500035,乐凯大厦,7.0,0.09,2021-03-29 20:51:00
南泉北路1010号,1,31.227296475429,121.519203627046,1,pd31011500806,钱家巷停车库,21.0,0.31,2021-03-29 20:51:00
张杨路838号,1,31.228676415474,121.523197458626,1,pd31011500493,华都大厦,14.0,0.54,2021-03-29 20:51:00
张杨路579号,1,31.228517460029,121.518444620583,1,pd31011500044,三鑫大厦,23.0,0.85,2021-03-29 20:51:00
浦东商城路618号,1,31.230282608809,121.51809101038799,1,pd31011500019,良友大厦,11.0,0.25,2021-03-29 20:51:00
东方路778号,1,31.227774383322,121.52356755547899,1,pd31011500391,上海紫金山大酒店,,,2021-03-29 20:51:00
南泉北路1029号,1,31.225690866399002,121.51900252492901,1,pd31011500460,中电大厦,10.0,0.23,2021-03-29 20:51:00
浦东南路1101号,1,31.229119229111,121.517441713132,1,pd31011500029,远东大厦,,,2021-03-29 20:51:00
浦东南路999号,1,31.230049401439,121.51635260128799,1,pd31011500505,新梅联合广场,163.0,0.77,2021-03-29 20:51:00
苗圃路219号,1,31.241602196916,121.546706068614,1,pd31011500370,公利医院,87.0,0.5,2021-03-29 20:51:00
苗圃路151号,1,31.243017130465997,121.546392031492,1,pd31011500790,苗圃路151号,37.0,0.93,2021-03-29 20:51:00
浦东大道1868号,1,31.246549048282,121.54745739652701,1,pd31011500251,东方城市大厦,158.0,0.74,2021-03-29 20:51:00
浦东民生路600号,1,31.238994921971003,121.54211592174101,1,pd31011500381,船研大厦,,,2021-03-29 20:51:00
商城路2151号,1,31.239652781959,121.541822965259,1,pd31011501135,商城路2151号,21.0,0.38,2021-03-29 20:51:00
滨江大道257弄1-12号,1,31.248780502138,121.543741332621,1,pd31011501263,陆家嘴滨江中心,32.0,0.06,2021-03-29 20:51:00
浦东大道2123号,1,31.250049791414,121.549991526775,1,pd31011500441,龙珠广场,108.0,0.53,2021-03-29 20:51:00
浦东大道2175号,1,31.251672786855,121.550124043678,1,pd31011500574,杨浦大桥停车场,,,2021-03-29 20:51:00
张杨路1500弄,1,31.233712184326,121.53894787273799,1,pd31011500028,鄂尔多斯,,,2021-03-29 20:51:00
民生路1199弄1号,1,31.226205387350007,121.55062312024499,1,pd31011500026,五道口管理处,303.0,0.9,2021-03-29 20:51:00
浦东新区民生路1286号,1,31.224793478019,121.54910849163099,1,pd31011500436,汇商大厦,79.0,0.8,2021-03-29 20:51:00
灵山路958号,1,31.232642135043,121.55403219104099,1,pd31011500053,振东钢板,24.0,0.24,2021-03-29 20:51:00
锦带路对面公共绿地,1,31.222605325158,121.545346423405,1,pd31011500842,新区办公中心绿地临时停车场,98.0,0.89,2021-03-29 20:51:00
丁香路778号,1,31.225190731568,121.55117951959801,1,pd31011500601,丁香国际,26.0,0.04,2021-03-29 20:51:00
灵山路28号,1,31.226690011290998,121.54020174093901,1,pd31011500111,桃林民防工程停车场,33.0,0.62,2021-03-29 20:51:00
杨高中路2128号,1,31.231282096047,121.554283922016,1,pd31011500784,杨高中路卜蜂莲花停车场,82.0,0.19,2021-03-29 20:51:00
丁香路555号,1,31.223612875001002,121.54259354751801,1,pd31011500518,东怡酒店,,,2021-03-29 20:51:00
民生路1399号,1,31.224152280842,121.55076564097601,1,pd31011500921,太平人寿大厦停车场,3.0,0.05,2021-03-29 20:51:00
羽山路9号,1,31.230331082104996,121.53822300500201,1,pd31011500536,源深体育场,24.0,0.04,2021-03-29 20:51:00
浦东新区民生路1403号,1,31.224178469673,121.55130581914601,1,pd31011500249,上海信息大厦,163.0,0.8,2021-03-29 20:51:00
世纪大道2001号,1,31.221571946107996,121.54427951850599,1,pd31011500443,新区办公中心绿地车库,492.0,0.73,2021-03-29 20:51:00
张杨路2389弄,1,31.241671903794998,121.555924579037,1,pd31011501003,置汇旭辉广场停车库,,,2021-03-29 20:51:00
浦东新区丁香路425号,1,31.222774053775,121.541312272042,1,pd31011500048,东方艺术中心,32.0,0.41,2021-03-29 20:51:00
源深路1088号,1,31.225192786571004,121.53702607177601,1,pd31011500009,平安财富大厦,,,2021-03-29 20:51:00
浦东大道2330号,1,31.253781755981002,121.555007466012,1,pd31011500356,银珠商厦,52.0,0.74,2021-03-29 20:51:00
松林路357号,1,31.226284136019,121.53557285747699,1,pd31011500471,通茂大酒店,37.0,0.33,2021-03-29 20:51:00
世纪大道1777号,1,31.223619399839002,121.53801572126301,1,pd31011500527,东方希望大厦,94.0,0.69,2021-03-29 20:51:00
世纪大道1589号,1,31.225507473829,121.535410565406,1,pd31011500531,长泰国际金融大厦,186.0,0.73,2021-03-29 20:51:00
崮山路538号,1,31.242230702106,121.557291558524,1,pd31011500915,浦东中港汇,112.0,0.66,2021-03-29 20:51:00
南洋泾路555号、灵山路1000弄,1,31.234311227909004,121.556982057408,1,pd31011500855,陆家嘴创业街区,111.0,0.22,2021-03-29 20:51:00
崮山路717号,1,31.239170173871997,121.560713340842,1,pd31011501191,乐坊羽山生活广场,2.0,0.07,2021-03-29 20:51:00
南洋泾路578号,1,31.231945520788003,121.555947950333,1,pd31011500429,界龙总部园,87.0,0.57,2021-03-29 20:51:00
杨高中路2797号,1,31.230230716902,121.556334504174,1,pd31011500011,联洋市民中心,15.0,0.06,2021-03-29 20:51:00
杨高中路2102号,1,31.23189779166,121.55819377260401,1,pd31011500987,上海邮通机械制造有限公司,5.0,0.1,2021-03-29 20:51:00
世纪大道1800号,1,31.222410882347003,121.536765246272,1,pd31011500910,陆家嘴金控广场,20.0,0.06,2021-03-29 20:51:00
浦电路489号,1,31.222723551285,121.53526699803801,1,pd31011500089,由由燕乔,50.0,0.46,2021-03-29 20:51:00
浦东世纪大道1600号,1,31.223559206529004,121.534319009128,1,pd31011500413,陆家嘴商务广场,49.0,0.06,2021-03-29 20:51:00
世纪大道1568号,1,31.22395339145,121.533461398731,1,pd31011500139,中建大厦,18.0,0.05,2021-03-29 20:51:00
浦电路445号,1,31.222386035138,121.53375058912,1,pd31011500699,浦电路445号停车场,132.0,0.52,2021-03-29 20:51:00
浦东新区浦电路438号,1,31.222916732809995,121.53317290443701,1,pd31011500091,双鸽大厦,93.0,0.88,2021-03-29 20:51:00
竹林路400号,1,31.223117280560004,121.53277290997299,1,pd31011500700,竹林路停车场,9.0,0.11,2021-03-29 20:51:00
竹林路101号,1,31.224149563229,121.53246842063,1,pd31011500851,陆家嘴基金大厦,,,2021-03-29 20:51:00
杨高南路428号,1,31.217499993986,121.534312866872,1,pd31011500239,由由世纪广场,207.0,0.39,2021-03-29 20:51:00
世纪大道2000号,1,31.21814211189,121.541350543029,1,pd31011500361,上海科技馆,48.0,0.72,2021-03-29 20:51:00
迎春路719号,1,31.223868104296,121.552485081753,1,pd31011500467,淳大万丽,35.0,0.32,2021-03-29 20:51:00
民生路1518号,1,31.220257548357,121.55039796965099,1,pd31011500101,金鹰大厦,240.0,0.82,2021-03-29 20:51:00
世纪大道2002号,1,31.219421007936,121.545117375761,1,pd31011500469,亚太盛汇,16.0,0.06,2021-03-29 20:51:00
锦绣路1001号,1,31.215701054202,121.552543122934,1,pd31011500070,世纪公园一号门,120.0,0.43,2021-03-29 20:51:00
丁香路1208号,1,31.227820981114,121.56037638765899,1,pd31011500027,大拇指广场,345.0,0.87,2021-03-29 20:51:00
金杨路81号,1,31.246577318692,121.57189937838801,1,pd31011500170,金杨路81号商务楼停车场,2.0,0.09,2021-03-29 20:51:00
迎春路1199号,1,31.226371729881002,121.5606663088,1,pd31011500077,证美酒店,22.0,0.52,2021-03-29 20:51:00
浦东新区芳甸路226号,1,31.226379520898,121.55802100931601,1,pd31011500534,联洋广场,102.0,0.38,2021-03-29 20:51:00
罗山路1177号,1,31.231908631756,121.569161360362,1,pd31011500902,罗山路1177号琦逸足球公园,93.0,0.52,2021-03-29 20:51:00
锦绣路701号,1,31.220864480272997,121.557145605364,1,pd31011500713,世纪公园三号门,177.0,0.84,2021-03-29 20:51:00
张杨路3680弄,1,31.255409492869,121.58103043831899,1,pd31011500133,碧云公馆,261.0,0.24,2021-03-29 20:51:00
张杨路3611弄,1,31.255622921637002,121.57948325503,1,pd31011500480,金桥国际商业广场,432.0,0.38,2021-03-29 20:51:00
博兴路500号,1,31.264352412326,121.58434799680401,1,pd31011500913,沪东商业中心,31.0,0.46,2021-03-29 20:51:00
金桥路1379号,1,31.253703413782002,121.58796689629801,1,pd31011500337,金桥大厦,12.0,0.08,2021-03-29 20:51:00
金桥路1398号,1,31.252134623719,121.587669121736,1,pd31011500557,金台大厦,7.0,0.09,2021-03-29 20:51:00
银山路183号,1,31.244640725316,121.58007553861799,1,pd31011500202,鑫桥产业创意园区,12.0,0.06,2021-03-29 20:51:00
金桥路1399号,1,31.252661749657,121.58901174632,1,pd31011500339,福建天安大厦,9.0,0.07,2021-03-29 20:51:00
平度路258号,1,31.255654847994,121.589720804784,1,pd31011500600,金桥大拇指广场,,,2021-03-29 20:51:00
蓝天路600号,1,31.24245727103,121.583930275186,1,pd31011500615,蓝天路600号Ｐ1,79.0,0.43,2021-03-29 20:51:00
蓝天路600号,1,31.242459272227997,121.583938274707,1,pd31011500616,蓝天路600号Ｐ2,49.0,1.0,2021-03-29 20:51:00
碧云路555号,1,31.239164343341,121.581241349788,1,pd31011500159,家乐福金桥店,194.0,0.62,2021-03-29 20:51:00
菏泽路88号,1,31.27179549026,121.590968027869,1,pd31011501008,上海开元骨科医院停车场,3.0,0.09,2021-03-29 20:51:00
浦东新区新金桥路18号,1,31.244792748975,121.590855502076,1,pd31011500404,民航大厦/华美达酒店,167.0,0.89,2021-03-29 20:51:00
新金桥路15号,1,31.243897788492,121.591686206335,1,pd31011500164,上海湖北大厦,13.0,0.06,2021-03-29 20:51:00
新金桥路27号,1,31.244693444570004,121.59245793576,1,pd31011500850,金桥现代产业园区,641.0,0.81,2021-03-29 20:51:00
新金桥路58号,1,31.246552959983,121.59329718869199,1,pd31011500063,银东大厦,155.0,0.8,2021-03-29 20:51:00
金藏路158号,1,31.249098507536,121.595686256562,1,pd31011500849,上海红星美凯龙家居艺术设计博览有限公司,710.0,0.65,2021-03-29 20:51:00
红枫路233号,1,31.241353351352,121.593463547735,1,pd31011500697,金桥开发园（红枫路233号）停车场,15.0,0.21,2021-03-29 20:51:00
利津路1269号,1,31.280510250169,121.59361281692499,1,pd31011500288,碧悦酒店巨峰店,76.0,0.63,2021-03-29 20:51:00
金藏路258号,1,31.246544664857,121.597901719906,1,pd31011500422,新金桥设施金藏路停车场,103.0,0.1,2021-03-29 20:51:00
新金桥路230号,1,31.24989106281,121.59857518391,1,pd31011500335,开发区临时地块,39.0,0.05,2021-03-29 20:51:00
新金桥路201号,1,31.248170442111,121.598618446038,1,pd31011500125,现代通信大厦,20.0,0.16,2021-03-29 20:51:00
金新路38号（临）,1,31.252854411467,121.599283481247,1,pd31011500767,金新路38号（临）,53.0,0.29,2021-03-29 20:51:00
红枫路599号,1,31.239180422521,121.596268454272,1,pd31011500368,浦东妇幼保健院,197.0,0.78,2021-03-29 20:51:00
芳甸路1155号,1,31.212722349887,121.563447457278,1,pd31011500066,嘉里城,746.0,0.76,2021-03-29 20:51:00
归昌路180号,1,31.276842662387,121.597258522764,1,pd31011501166,融创精彩天地停车场,239.0,0.82,2021-03-29 20:51:00
东煦路606号,1,31.295644647806,121.59070016598301,1,pd31011500933,仁恒森兰邻里之家,82.0,0.46,2021-03-29 20:51:00
启帆路430号,1,31.312719077098,121.58769430530701,1,pd31011500972,外高桥阳光天地,36.0,0.82,2021-03-29 20:51:00
启帆路628号,1,31.311836670172,121.591105068461,1,pd31011500984,森兰商都停车库,24.0,0.05,2021-03-29 20:51:00
双桥路318号,1,31.285061828161997,121.60384808363001,1,pd31011501002,浦东双桥路318号停车场,109.0,0.81,2021-03-29 20:51:00
兰嵩路555号,1,31.317371286868,121.59453723611401,1,pd31011500817,森兰美伦,437.0,0.58,2021-03-29 20:51:00
乐园路3号,1,31.276096032068,121.60517570849899,1,pd31011500612,百姓停车场,5.0,0.07,2021-03-29 20:51:00
金新路58号,1,31.251921932967,121.59952503875799,1,pd31011500323,银桥大厦停车场,15.0,0.23,2021-03-29 20:51:00
上海市浦东新区浙桥路277号2幢202室,1,31.252938227333,121.600769334658,1,pd31011500483,碧海现代苑,16.0,0.06,2021-03-29 20:51:00
浙桥路200号,1,31.250900524818,121.599837166788,1,pd31011500005,碧云玖零商业中心,6.0,0.03,2021-03-29 20:51:00
浦东浙桥路289号,1,31.252526554293,121.60170111894199,1,pd31011500305,建银大厦,9.0,0.08,2021-03-29 20:51:00
金高路2388号,1,31.259307714739,121.60536551808799,1,pd31011500556,金海商业广场,41.0,0.22,2021-03-29 20:51:00
金沪路334号,1,31.255814118498996,121.607064155863,1,pd31011500618,新金桥物业金沪路停车场,64.0,0.74,2021-03-29 20:51:00
金高路1882号,1,31.266973552175997,121.60828440168301,1,pd31011500684,金桥太茂商业广场,251.0,0.61,2021-03-29 20:51:00
洲海路999号,1,31.317597797208,121.596799082074,1,pd31011500876,森兰国际大厦停车场,244.0,0.38,2021-03-29 20:51:00
乐林路135号,1,31.279589498596,121.60655255118,1,pd31011500064,金桥市民休闲公园停车场,72.0,0.24,2021-03-29 20:51:00
金高路1256号,1,31.279461015817,121.607343338813,1,pd31011501185,卜峰莲花金高店（南）,117.0,0.57,2021-03-29 20:51:00
成园路乐林路路口,1,31.27869925983,121.608598217631,1,pd31011501186,卜峰莲花金高店（北）,75.0,0.6,2021-03-29 20:51:00
巨峰路1058弄2号,1,31.279700931767,121.609199018746,1,pd31011500552,新紫茂大厦,115.0,0.35,2021-03-29 20:51:00
金高路1777号,1,31.267924566590004,121.609784193428,1,pd31011500613,金桥文体中心,141.0,0.76,2021-03-29 20:51:00
金高路1757号,1,31.26877219969,121.610624050873,1,pd31011500330,新金桥商业中心,56.0,0.64,2021-03-29 20:51:00
金高路200号,1,31.294517500219,121.606200933281,1,pd31011500844,金高路200号,14.0,0.08,2021-03-29 20:51:00
金港路199弄,1,31.257277864832,121.610451981968,1,pd31011500661,禹洲蓝爵,147.0,0.66,2021-03-29 20:51:00
东靖路1881号,1,31.293561799267,121.610518861049,1,pd31011500258,万嘉商业广场,,,2021-03-29 20:51:00
金港路211号,1,31.256579513245,121.610908373074,1,pd31011500914,中新传媒大厦,347.0,0.88,2021-03-29 20:51:00
高西村黄家头114号,1,31.331349163808998,121.57237088928,1,pd31011500351,交警违章事故停车场,,,2021-03-29 20:51:00
大同路1138号,1,31.333237304763998,121.57028185395599,1,pd31011501305,大同路1138号停车场,23.0,0.21,2021-03-29 20:51:00
季景路370弄1-31号,1,31.334068198031,121.588773558063,1,pd31011501181,冬融路停车场C18-06地块临时停车场,9.0,0.08,2021-03-29 20:51:00
夏碧路261号,1,31.337137796269,121.58682267558599,1,pd31011500805,夏碧路世纪联华,77.0,0.45,2021-03-29 20:51:00
大同路482号,1,31.341404727305,121.579711600394,1,pd31011500800,高桥老街,162.0,0.8,2021-03-29 20:51:00
浦东新区大同路358号,1,31.343369321121006,121.578682080877,1,pd31011501265,上海市第七人民医院,84.0,0.32,2021-03-29 20:51:00
新金桥路1088号,1,31.25329441903,121.609587830423,1,pd31011500526,中惠广场,27.0,0.12,2021-03-29 20:51:00
金港路318号,1,31.254752116248003,121.61113962347099,1,pd31011500514,富豪金丰酒店,6.0,0.09,2021-03-29 20:51:00
新金桥路1122号,1,31.253345023192,121.61142885890499,1,pd31011500193,10号停车场,68.0,0.13,2021-03-29 20:51:00
浦东新区金桥路2090号,1,31.240707395749002,121.598255614592,1,pd31011501208,上海国际旅行卫生保健中心（上海海关口岸门诊部）,6.0,0.1,2021-03-29 20:51:00
台中南路2号,1,31.315535359537,121.606482241502,1,pd31011500161,新贸楼停车场,140.0,0.7,2021-03-29 20:51:00
台北西路200号,1,31.317333347761,121.606605816343,1,pd31011501130,台北西路200号F1停车场,6.0,0.09,2021-03-29 20:51:00
外高桥保税区台北东路170号,1,31.3174232992,121.60910474749201,1,pd31011501316,阿特蒙医院停车场,11.0,0.07,2021-03-29 20:51:00
金京路1668号,1,31.272968122861,121.616439876399,1,pd31011500627,金桥智汇商务园,169.0,0.54,2021-03-29 20:51:00
永宁路85号,1,31.268705289394997,121.614694863454,1,pd31011501302,金桥集镇8-1地块绿地项目地下停车库,13.0,0.1,2021-03-29 20:51:00
富特东三路526号,1,31.298552611340003,121.629309808529,1,pd31011500989,上海市外高桥保税区国际机床中心停车库,,,2021-03-29 20:51:00
金海路955号,1,31.26388931493,121.618710031013,1,pd31011500669,新金桥物业金海路停车场,97.0,0.65,2021-03-29 20:51:00
光明路635-835号,1,31.326592513029,121.624373608725,1,pd31011501058,高东商业广场停车场,6.0,0.09,2021-03-29 20:51:00
浦东新区园三路18号,1,31.311200589145997,121.633192054389,1,pd31011501328,园三路停车场,8.0,0.11,2021-03-29 20:51:00
新园路,1,31.310803386148,121.636057875262,1,pd31011500154,上游停车场,3.0,0.04,2021-03-29 20:51:00
富特北路456号,1,31.334616386803003,121.598321276705,1,pd31011500975,外高桥D8地块,16.0,0.08,2021-03-29 20:51:00
秦桥路211号,1,31.271936693678004,121.630014710686,1,pd31011500824,新金桥物业秦桥路停车场,157.0,0.68,2021-03-29 20:51:00
金海路1000号,1,31.262523846498,121.620704678393,1,pd31011500108,金领之都,4.0,0.1,2021-03-29 20:51:00
新金桥路1888号,1,31.260033016851,121.623308658178,1,pd31011500191,金领之都,,,2021-03-29 20:51:00
金吉路778号,1,31.265690465318,121.631528138246,1,pd31011501217,吉润置业停车场,516.0,0.95,2021-03-29 20:51:00
金苏路200号,1,31.257552140806,121.628426705726,1,pd31011500229,金桥万创中心,310.0,0.62,2021-03-29 20:51:00
金皖路199号,1,31.257558412652006,121.617610098871,1,pd31011500751,大族科技中心5-11,453.0,0.94,2021-03-29 20:51:00
新金桥路1599号,1,31.256262453271,121.62181267224199,1,pd31011500030,东方万国企业中心,68.0,0.04,2021-03-29 20:51:00
浦东新区金皖路389号金门广埸,1,31.255662188846998,121.61997008544701,1,pd31011500055,金门广场,,,2021-03-29 20:51:00
金豫路100号,1,31.255434308163,121.61364182601801,1,pd31011500178,禹洲金桥国际,26.0,0.04,2021-03-29 20:51:00
川桥路1765号,1,31.252600000768,121.63303187017999,1,pd31011500620,新金桥物业川桥路停车场,49.0,0.57,2021-03-29 20:51:00
宁桥路999号,1,31.253685020069,121.624111640378,1,pd31011500671,开发区临时地块（3）,154.0,0.7,2021-03-29 20:51:00
唐陆路568弄,1,31.251358119583998,121.62796377426201,1,pd31011500109,金领之都B区停车场,166.0,0.65,2021-03-29 20:51:00
川桥路1800号,1,31.251577423268,121.634716635623,1,pd31011501172,59#停车场,23.0,0.05,2021-03-29 20:51:00
日京路3号卡口,1,31.340146696298,121.591653060535,1,pd31011500792,日京路海关3号卡口,53.0,1.0,2021-03-29 20:51:00
金海路2449弄,1,31.265770420785998,121.650872497386,1,pd31011500680,宝龙城市广场,33.0,0.11,2021-03-29 20:51:00
金海路2360号,1,31.264832935304998,121.65146738231,1,pd31011500976,上海第二工业大学停车场,21.0,0.04,2021-03-29 20:51:00
浦东新区金海路2505弄,1,31.266743948488003,121.65535065514601,1,pd31011500547,宝龙广场,236.0,0.55,2021-03-29 20:51:00
金海路2589号,1,31.266743948488003,121.65535065514601,1,pd31011500712,上海天越投资管理有限公司停车场,6.0,0.1,2021-03-29 20:51:00
金海路2588号,1,31.265420867817006,121.65488489962,1,pd31011500907,金海路三信国际电器停车场,9.0,0.1,2021-03-29 20:51:00
夏碧路8号,1,31.340193649341998,121.59061112804501,1,pd31011500220,森兰外高桥酒店,100.0,0.88,2021-03-29 20:51:00
基隆路79、89、99号,1,31.349954577753,121.59067119824101,1,pd31011501260,振丰大厦地下停车库,54.0,0.29,2021-03-29 20:51:00
浦东新区上川路1775号,1,31.280258516504997,121.669140060045,1,pd31011501320,欧亚玛特购物广场（曹路店）停车场,,,2021-03-29 20:51:00
川沙路718号,1,31.272711144292998,121.67154967076999,1,pd31011501088,曹路创新产业园停车场,15.0,0.06,2021-03-29 20:51:00
川沙路809号,1,31.270670167118002,121.67348325686301,1,pd31011501346,超煜809文创园停车场,8.0,0.03,2021-03-29 20:51:00
金钻路828弄9号,1,31.280231524682,121.67690717081899,1,pd31011501247,恒越荣欣广场,402.0,0.51,2021-03-29 20:51:00
凤滨路258-328号,1,31.389879778221,121.686551587379,1,cm31023000010,润丰集贸市场停车场,11.0,0.07,2021-03-29 20:51:00
曹路镇秦家港路1569号,1,31.267937911014,121.67999767812401,1,pd31011501122,上海市肺科医院停车场,71.0,0.84,2021-03-29 20:51:00
金海路9号线地铁站2号口,1,31.271376866346003,121.684663098141,1,pd31011501089,金海路9号线曹路站临时停车场,22.0,0.08,2021-03-29 20:51:00
浦东新区龚华路235弄,1,31.263422935886002,121.68552901367399,1,pd31011501046,恒越鑫都,6.0,0.09,2021-03-29 20:51:00
龚新路470号,1,31.25820014979,121.682448681285,1,pd31011501083,曹路社区卫生服务中心停车场,2.0,0.04,2021-03-29 20:51:00
上丰路700号,1,31.235392222951003,121.656573952805,1,mh31011200021,斯联物资停车场,162.0,1.0,2021-03-29 20:51:00
虹盛路25号,1,31.236084658776,121.681953697993,1,pd31011501206,王港社区卫生服务中心,5.0,0.06,2021-03-29 20:51:00
长兴镇金岸路1688号,1,31.379350249295,121.698797831826,1,cm31023000025,长兴岛汽车站社会停车场,49.0,0.72,2021-03-29 20:51:00
浦东新区龚路支路1401号,1,31.275330191917,121.71856772452,1,pd31011500900,浦东殡仪馆,72.0,0.88,2021-03-29 20:51:00
长兴镇潘圆公路1523号,1,31.393537895395998,121.704888410814,1,cm31023000021,前卫双蝶广场,62.0,0.65,2021-03-29 20:51:00
长兴镇先凤路团结路口,1,31.40936262432,121.705565612276,1,cm31023000019,前卫1966停车场,40.0,0.8,2021-03-29 20:51:00
秋柑路700弄2-30号,1,31.396189825426998,121.71093649984199,1,cm31023000018,前卫旅游停车场,75.0,0.94,2021-03-29 20:51:00
顾唐路2900弄,1,31.212229093493,121.66665616333401,1,pd31011500822,荣融生活广场,116.0,0.82,2021-03-29 20:51:00
向阳东路66号,1,31.529524318243,121.624892267748,1,cm31023000012,堡一停车场,12.0,0.07,2021-03-29 20:51:00
花漂村,1,31.513607874257,121.78897796330901,1,cm31023000007,陈家镇临时公交枢纽站社会停车场,32.0,0.21,2021-03-29 20:51:00
陈家镇陈彷公路1弄1-550号,1,31.49754052753,121.80948302633499,1,cm31023000026,名岛生活广场停车场,15.0,0.08,2021-03-29 20:51:00
民惠路129号,1,31.341610856784,121.836269637598,1,cm31023000013,上海新岛集贸市场停车场,50.0,0.69,2021-03-29 20:51:00
前卫村,1,31.717626977105,121.50960024493601,1,cm31023000001,上海农闲乐休闲娱乐有限公司,66.0,0.66,2021-03-29 20:51:00
北沿公路2188号,1,31.676042508351003,121.48081799514401,1,cm31023000003,崇明县森林公园停车场,36.0,0.14,2021-03-29 20:51:00
东旺路东滩湿地公园,1,31.514295822990004,121.93888883021002,1,cm31023000006,东滩湿地公园停车场,354.0,0.94,2021-03-29 20:51:00
翠竹路1588弄,1,31.626023525937,121.428227316366,1,cm31023000022,绿地新都会一期地下车库,11.0,0.05,2021-03-29 20:51:00
崇明区翠竹路1688弄,1,31.627340860083,121.424887859463,1,cm31023000023,绿地新都会二期地下车库,22.0,0.06,2021-03-29 20:51:00
鼓浪屿路777号,1,31.63744564196,121.41674670113599,1,cm31023000017,育麟商务广场停车场,121.0,0.39,2021-03-29 20:51:00
崇明区城桥镇寒山寺路（近东门路）,1,31.623376692115997,121.402851021609,1,cm31023000024,向明停车场,58.0,0.84,2021-03-29 20:51:00
南门路25号,1,31.618476129311,121.39972705189899,1,cm31023000002,上海卫健综合经营部,104.0,0.46,2021-03-29 20:51:00
北门路88号,1,31.626478446283002,121.400171001891,1,cm31023000011,上海市崇明区体育馆停车场,39.0,0.83,2021-03-29 20:51:00
富民街南延伸段（南门路与新崇南路之间）,1,31.619880481223007,121.39693369670401,1,cm31023000004,上海崇明建设投资发展有限公司新崇停车场,38.0,0.23,2021-03-29 20:51:00
北门路279号,1,31.62666807116,121.394468657572,1,cm31023000009,兴桥农贸市场停车场,30.0,0.48,2021-03-29 20:51:00
三华公路333号,1,31.738297675247,121.256850451539,1,cm31023000008,上海明珠湖公园管理有限公司,341.0,0.85,2021-03-29 20:51:00
堡湖路,1,31.725216850886003,121.23500740190501,1,cm31023000005,西沙国家湿地公园停车场,184.0,1.0,2021-03-29 20:51:00
浦东大道900号,1,31.240728487561,121.53012350030599,1,pd31011500503,东晶商业广场,,,2021-03-29 20:56:00
源深路158号,1,31.238961109681,121.53010456202699,1,pd31011501229,积高停车场,4.0,0.1,2021-03-29 20:56:00
浦东大道850号,1,31.240283330209,121.529175406609,1,pd31011500450,航科大厦停车场,9.0,0.1,2021-03-29 20:56:00
福山路33号,1,31.238846510423002,121.525309709335,1,pd31011500123,建工大厦,30.0,0.75,2021-03-29 20:56:00
浦东大道720号,1,31.239848278123002,121.524788263459,1,pd31011500074,航运大厦,252.0,0.62,2021-03-29 20:56:00
世纪大道1229号、1239号、1249号、福山路288号,1,31.229392454144,121.527899878232,1,pd31011500604,世纪大都会,182.0,0.21,2021-03-29 20:56:00
世纪大道1198号,1,31.227755192644,121.52712370664699,1,pd31011500679,上海世纪汇置业有限公司,999.0,0.77,2021-03-29 20:56:00
浦东新区松林路281-289单号,1,31.227347726781,121.53398415983801,1,pd31011500274,新港大厦,12.0,0.06,2021-03-29 20:56:00
浦东大道599号,1,31.240434431745,121.522341524979,1,pd31011501200,上海万波置业有限公司,38.0,0.76,2021-03-29 20:56:00
潍坊路162号,1,31.225878929299,121.52768207219201,1,pd31011500845,上煤管线二公司停车场,18.0,0.38,2021-03-29 20:56:00
福山 388号,1,31.225110036548,121.53010617528099,1,pd31011500034,越秀大厦,219.0,0.68,2021-03-29 20:56:00
